speech/Andrew_Walton_-_21_-_Creationism_2.wav
42266,37943647,1202,1,121324,30
46610,8814292,61251,0,121324,30
80430,20471832,89132481,0,121324,30
19184,16621398,42889401,0,121324,30
19948,8155757,1201250,0,121324,30
23131,5276968,15713618,0,121324,30
44600,5134914,6544052,0,121324,30
20715,5153914,7246864,0,121324,30
56984,5489468,435600,0,121324,30
117350,21052180,8846290,0,121324,30
49004,5658090,2588881,0,121324,30
76707,22731927,3659279,0,121324,30
31128,21766374,17653682,0,121324,30
36003,6626366,1245,0,121324,30
46598,4702045,74539,0,121324,30
115042,19224700,36350431,0,121324,30
22189,6512221,53913728,0,121324,30
9007,12770334,33389,0,121324,30
114649,6163128,180500,0,121324,30
98505,11737647,16359576,0,121324,30
9683,6898482,11596,0,121324,30
8203,22060480,4680359,0,121324,30
96156,15087296,167729,0,121324,30
118425,7785493,91259809,0,121324,30
48115,23870964,44262409,0,121324,30
110840,9782161,14070001,0,121324,30
22058,5427158,1590159,0,121324,30
21700,6031663,395432,0,121324,30
50953,5325236,163487,0,121324,30
87799,23327558,3317944,0,121324,30
119575,6164509,434146,0,121324,30
27524,5073199,3770,0,121324,30
60491,5180150,57448128,0,121324,30
103247,5026922,2082298,0,121324,30
29749,5056400,15213,0,121324,30
94118,5050879,239,0,121324,30
19394,4975508,17678240,0,121324,30
44550,4705837,162894169,0,121324,30
29587,4743050,249924481,0,121324,30
15868,10727808,23570978,0,121324,30
68443,19493858,4153344,0,121324,30
109921,7280672,299112,0,121324,30
44885,4744281,4046339,0,121324,30
113101,5467763,155052304,0,121324,30
114725,4584643,41008,0,121324,30
73228,5023703,548496,0,121324,30
85228,5200295,8161079,0,121324,30
81866,5691093,6694809,0,121324,30
104409,5738851,6713281,0,121324,30
11610,22416589,575118,0,121324,30
46968,5721111,533602,0,121324,30
46626,5606172,200732,0,121324,30
119495,5259564,988428,0,121324,30
62901,5720420,33744481,0,121324,30
35007,9023404,4190209,0,121324,30
20120,6301507,2597,0,121324,30
18726,4849697,4478935,0,121324,30
111609,5058389,3569245,0,121324,30
38905,5484041,12906533,0,121324,30
96681,18261226,4822416,0,121324,30
95135,15771256,75210147,0,121324,30
2597,11187743,723410,0,121324,30
29736,5588725,49703,0,121324,30
98940,5512166,8575,0,121324,30
100159,5443739,3911922,0,121324,30
83245,5103541,2985984,0,121324,30
58267,22920310,5794465,0,121324,30
81484,7050628,8193152,0,121324,30
49465,4717082,18432,0,121324,30
40190,5821578,3316041,0,121324,30
23171,4989219,4301476,0,121324,30
474,12338553,2704,0,121324,30
44477,4889741,6331700,0,121324,30
100670,4581296,6261,0,121324,30
62438,4573636,229441,0,121324,30
36555,4971078,6171011,0,121324,30
92261,5095666,93,0,121326,29
87380,4707207,6791236,0,121324,30
51584,22051516,422425809,0,121324,30
43816,6320245,392554969,0,121324,30
106907,4971268,4343,0,121325,30
72646,18621778,15376,0,121324,30
32736,13661984,8527886,0,121324,30
106276,5127506,9384833,0,121324,30
22644,4592608,3249,0,121325,30
96992,4607699,808201,0,121324,30
118806,4479436,20449,0,121324,30
39802,4705654,13735014,0,121324,30
113126,4661766,4297329,0,121324,30
87105,5044005,22781529,0,121324,30
57699,5284031,5923678,0,121324,30
71356,15131782,24848652,0,121324,30
90828,7474383,608,0,121324,30
95004,4589223,42437,0,121324,30
58423,4704499,571481,0,121324,30
6628,6030477,152102889,0,121324,30
1388,6347592,2322013,0,121324,30
89849,7137354,228673,0,121324,30
6544,5742593,760420,0,121324,30
26328,15117243,20593444,0,121324,30
2152,5019066,272,0,121324,30
80159,4652018,49540295,0,121324,30
106761,4847444,20402,0,121324,30
79581,5102732,374335,0,121324,30
75451,5052917,1384710,0,121324,30
34687,4949475,934006,0,121324,30
40613,4571366,2005290,0,121324,30
102558,5495715,467415,0,121324,30
97257,5282768,576,0,121324,30
67784,13180358,9409,0,121324,30
91867,4765717,4215,0,121324,30
17820,23623304,2903616,0,121324,30
119682,5511826,91809,0,121324,30
66850,5574723,159074,0,121324,30
55145,22715418,1073340,0,121324,30
67457,6585674,36,1,121324,30
43737,5104505,56,1,121329,30
53060,21738728,2176870,0,121324,30
26903,10054561,136890,0,121324,30
107480,8226644,88928649,0,121324,30
119813,6527182,80,0,121324,30
87615,5639144,98596,0,121324,30
21292,17656472,2042,0,121325,30
81812,7105031,76597504,0,121324,30
86039,45087729,5399,0,121324,30
67612,5928959,1892415,0,121324,30
15106,22277996,77270960,0,121324,30
51799,7138982,50625,0,121324,30
86428,7166875,25921,0,121324,30
5502,18214403,175331538,0,121324,30
77797,34362807,1095120,0,121324,30
84345,10941557,9053,0,121324,30
70276,14956622,5329,0,121324,30
73091,8250302,1228741,0,121324,30
76839,16672487,22321,0,121324,30
40156,8326389,7482250,0,121324,30
120324,7271385,6634,0,121324,30
11732,7276628,6022116,0,121324,30
2857,7657347,4575881,0,121324,30
25810,7298095,46173824,0,121324,30
66670,7125566,11688,0,121324,30
74743,8417413,35573,0,121324,30
84078,7699146,1699387,0,121324,30
74549,8278156,5323469,0,121324,30
110102,6985287,208,0,121324,30
6500,7141694,432037,0,121324,30
73265,7015464,32970564,0,121324,30
26136,6548464,264196,0,121324,30
88531,7444202,46253,0,121324,30
109711,7639325,18047216,0,121324,30
75385,7600108,10036101,0,121324,30
56428,16463578,2894,0,121324,30
63454,11462401,16364656,0,121324,30
108956,13938981,7238241,0,121324,30
116952,6953133,17,3,121329,30
41621,19113602,1600,0,121325,30
102056,7487121,5436867,0,121324,30
30473,10619757,1243225,0,121324,30
34123,8106528,24843,0,121324,30
62309,7462207,12606749,0,121324,30
113797,7491350,29,2,121324,30
117523,7809193,135351,0,121324,30
47810,6568689,20009138,0,121324,30
15402,6921843,38663524,0,121324,30
96464,6611197,24573132,0,121324,30
16454,80388587,30062258,0,121324,30
40106,7164076,18774013,0,121324,30
69099,23339991,15345782,0,121324,30
106085,5059347,421201,0,121324,30
83170,6019570,227647744,0,121324,30
88318,4707473,30150122,0,121324,30
110168,4582048,17956,0,121324,30
73664,4680401,15547249,0,121324,30
46179,4767123,17894573,0,121324,30
30699,4600034,3928324,0,121324,30
112887,5027868,21897367,0,121324,30
89413,4545430,33238,0,121325,30
117356,4664379,52197103,0,121324,30
5504,4719831,11840575,0,121324,30
76123,8798204,891648,0,121324,30
12803,6756869,5102181,0,121324,30
59847,5612981,20736,0,121324,30
50510,4756141,3030569,0,121324,30
85836,4867681,3287048,0,121324,30
39416,5268611,18130564,0,121324,30
4749,17826949,141376,0,121324,30
71110,5234398,21762225,0,121324,30
100130,5027074,2319858,0,121324,30
102912,4720441,2462508,0,121324,30
41572,4602450,882,0,121324,30
98788,4649056,59892121,0,121324,30
93737,4642871,144780,0,121324,30
66313,19878380,31196,0,121324,30
33506,11148937,1106704,0,121324,30
26763,6328663,23824161,0,121324,30
105613,11748212,61205,0,121324,30
39914,4914387,1357,0,121324,30
97852,9419171,289901808,0,121324,30
8846,5723159,22944100,0,121324,30
82224,4819352,4916791,0,121324,30
58266,5260423,5075298,0,121324,30
16585,4649597,502070,0,121324,30
81031,5040341,12511184,0,121324,30
77779,4731443,6016846,0,121324,30
114921,4552093,233773,0,121324,30
57087,4597765,956257,0,121324,30
117222,5059038,29767338,0,121324,30
83779,11881786,5071,0,121324,30
46558,5381976,1098304,0,121324,30
1686,4590829,4674,0,121324,30
95898,4612123,729,0,121324,30
117133,4531959,28956,0,121324,30
15242,4577812,137666,0,121324,30
47220,4961011,651355,0,121324,30
73207,5305366,12496409,0,121324,30
112629,4896651,71756365,0,121324,30
62972,4663814,3846655,0,121324,30
32917,4649191,11798,0,121324,30
110152,4484798,709,0,121324,30
96006,5156459,29528356,0,121324,30
44966,4764421,64689849,0,121324,30
21242,4888407,6627,0,121324,30
23301,4633973,6125,0,121324,30
66887,4845657,15445,0,121324,30
72128,4985624,169155350,0,121324,30
3663,4552413,49,1,121324,30
90816,4514137,1231,0,121324,30
114389,4803255,1200,0,121324,30
3372,4657173,1293853,0,121324,30
63551,4780662,11387,0,121324,30
68100,4775182,4062175,0,121324,30
14248,4962928,588874,0,121324,30
7569,5041898,35607690,0,121324,30
68702,4677559,407044,0,121324,30
77630,4657170,176381,0,121324,30
108165,5060807,916,0,121324,30
70610,5129924,37060,0,121324,30
56870,4729890,6400,0,121324,30
3737,5124207,845,0,121324,30
116010,5330540,10704113,0,121324,30
95359,4922636,2393209,0,121324,30
67676,4865425,1627913,0,121324,30
17747,4914878,25080064,0,121324,30
83281,7161209,9855,0,121324,30
113453,4649880,260,0,121324,30
59972,4712872,42707282,0,121324,30
105428,4784115,336355600,0,121324,30
5569,4810194,293436900,0,121324,30
47165,4649889,495605,0,121324,30
14147,4535451,173056,0,121324,30
23411,5243217,9634280,0,121324,30
56100,4763864,57532225,0,121324,30
31993,13933422,419123,0,121324,30
7463,7000569,13204979,0,121324,30
114647,5904373,120050,0,121324,30
115691,6667624,1926544,0,121324,30
71213,5688115,44328964,0,121324,30
101823,5473956,5270304,0,121324,30
70293,4647631,1125,0,121324,30
92628,4695882,25341156,0,121324,30
119560,4811651,103673124,0,121324,30
28925,8196367,8829,0,121324,30
75957,6242176,20569698,0,121324,30
80006,5696039,27743,0,121324,30
7934,4668606,9994021,0,121324,30
94087,4589871,242,0,121325,30
108913,4764004,16142112,0,121324,30
101153,5179626,42836768,0,121324,30
51004,4605913,18432,0,121324,30
17476,4607019,16272900,0,121324,30
52523,5277769,2896804,0,121324,30
67580,4718764,6275025,0,121324,30
